Session ID,Title,Type,Day/Date,Time,Room,Topic,Keywords,Brief,Link
S82232,The Ecosystem Engine: Co-Creating the AI Factory (Presented by Vertiv),Sponsored Talk,"Thursday, March 19",9:00 a.m. - 9:40 a.m. PDT,Marriott - Willow Glen I-III (L2),,,"This session explores how deep, pre-validated collaboration is the only path to de-risking the AI factory. We will discuss how digital twin-driven design allows the ecosystem to visualize and solve thermal and power challenges before physical deployment, enabling a ""design once, deploy everywhere...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82232/
S82294,"Magic Attention: A Composable, State-of-the-Art Framework for Exploring Warp Specialization on Blackwell",Talk,"Thursday, March 19",9:00 a.m. - 9:40 a.m. PDT,Marriott - Ballroom Salon III (L2),,,"Optimizing attention on NVIDIA Blackwell demands more than a monolithic kernel to handle diverse models, training, inference, and RL workloads. We introduce Magic Attention, a high-performance, composable framework built on CUTLASS/CuTe that navigates the vast scheduling design space of the Flash...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82294/
S82406,Powering Agentic AI in Automotive: From Enterprise and Manufacturing Operations to In-Vehicle Intelligence,Panel Discussion,"Thursday, March 19",9:00 a.m. - 9:40 a.m. PDT,Montgomery Theater,,,"Automotive AI is rapidly evolving from isolated pilots into end-to-end, production-scale deployments—spanning manufacturing operations, enterprise workflows, and in-vehicle intelligence. In this session, industry leaders from ServiceNow, Visteon, Lyft, and Tata Consultancy Services share how NVID...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82406/
S82432,Agentic AI 101,Talk,"Thursday, March 19",9:00 a.m. - 9:40 a.m. PDT,San Jose CPA,,,"Agentic AI is evolving rapidly, shifting AI systems from passive responders to active systems that can plan, reason, and take action. In this session, we break down what agentic AI is, how the space has changed in the last year, and how both frontier models and open models are enabling a new clas...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82432/
S81422,Master AI Infrastructure At Scale: A DevOps Playbook,Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,SJCC 212BD (L2),,,"Your AI factory is ready for action—now it’s time to put it to work.  In this session, two NVIDIA senior solutions architects will walk you through the essential steps for deploying and managing your AI infrastructure. Aiming at teams beginning their AI factory journey, we'll focus on real-world ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81422/
CWES81474,"Automating AI Factory Infrastructure (Ansible, GitOps, etc.)",Connect with the Experts,"Thursday, March 19",10:00 a.m. - 10:50 a.m. PDT,Connect With the Experts Pod D (L2),,,"AI factories are hard, but automation can make life easier. Join us to get your questions answered about how to use industry standard and product-specific tools to automate the deployment and operation of your AI factory.  Important: Connect With the Experts sessions are interactive sessions that...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81474/
CWES81474,"Automating AI Factory Infrastructure (Ansible, GitOps, etc.)",Connect with the Experts,"Thursday, March 19",11:00 a.m. - 11:50 a.m. PDT,Connect With the Experts Pod D (L2),,,"AI factories are hard, but automation can make life easier. Join us to get your questions answered about how to use industry standard and product-specific tools to automate the deployment and operation of your AI factory.  Important: Connect With the Experts sessions are interactive sessions that...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81474/
DLIT81545,Profiling Python and AI workloads with Nsight Compute,Training Lab,"Thursday, March 19",10:00 a.m. - 11:45 a.m. PDT,Signia - Club Regent (L1),,,"Learn how to use the Nsight Compute tool to profile CUDA and AI GPU kernels in the Python framework of your choice: Numba, Triton or PyTorch. Understand the optimization workflows provided by NVIDIA Nsight Compute UI and its ncu command line interface. Use the new scoreboard dependency analysis v...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81545/
S81548,Global Governance and the Future of AI Safety Regulation,Panel Discussion,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,SJCC LL20AB (LL),,,"The pace of AI regulations is increasing, and the complexity of complying with different laws is challenging for global companies. For example, EU member countries are passing ""companion"" regulations for the Artificial Intelligence Act. Meanwhile, the U.S. federal government hasn't adopted any AI...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81548/
DLIT81567,Accelerating LLM Training and Inferencing With Reduced Precision Format,Training Lab,"Thursday, March 19",10:00 a.m. - 11:45 a.m. PDT,Signia - Imperial Ballroom (L2),,,"Large-scale LLMs require enormous computational resources, making efficiency crucial for training. Learn how cutting-edge reduced-precision formats such as FP8, MXFP4 and NVFP4 can dramatically accelerate pre-training, post-training, and inference while maintaining accuracy close to full-precisio...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81567/
DLIT81572,Powering Specialized Agents: Architecting Synthetic Data Pipelines with NVIDIA Data Designer,Training Lab,"Thursday, March 19",10:00 a.m. - 11:45 a.m. PDT,Signia - Gold Ballroom (L2),,,"Building a truly performant LLM agent means fine-tuning for your unique use-case. This requires training data that span multiple specialized domains or tools; for most real-world applications, the data you need simply don't exist.  This hands-on workshop leverages NVIDIA Data Designer, our recent...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81572/
S81599,Healthcare Reimagined: Bridging Digital Intelligence and Physical Autonomy,Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,SJCC LL21AB (LL),,,"Robotics and AI are redefining healthcare, accelerating diagnostics, surgery, patient care, and operational efficiency. We'll highlight how NVIDIA technologies drive this transformation, from physical AI systems that perform precision tasks and address workforce shortages to digital AI agents tha...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81599/
S81638,"From Isolation to Integration: Evolving Confidential Computing for a Scalable, Secure Future",Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,Marriott - Ballroom Salon V-VI (L2),,,"Generative AI is rapidly becoming the defining workload of modern computing, but securing these powerful systems without compromising performance is still a challenge for most enterprises. This session dives into how you can lock down your most valuable AI assets—models, data, and prompts—while c...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81638/
S81664,"AI on the Front Lines of Healthcare: Unlock Clinical, Operational, and Diagnostic Value ",Panel Discussion,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,Hyatt Place Salon II & III (L1),,,"Learn from the digital health software leaders on the front lines of the agentic and ambient AI revolution. Panelists from a crosscut of the digital health ecosystem will share how they are deploying cutting-edge agents to solve critical healthcare challenges, such as transforming physician-patie...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81664/
DLIT81776,Adding Safety and Perception to Industrial Robots,Training Lab,"Thursday, March 19",10:00 a.m. - 11:45 a.m. PDT,Signia - Regency II Ballroom (L2),,,"Learn to implement functional safety for robots using an ""outside-in"" approach. You will gain deep insight into building collaborative, AI-powered factory environments where vision systems and robotics converge to deliver operational intelligence and safety. We will connect industrial robots to f...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81776/
S81782,Building the Architecture of Advertising Intelligence: How GPU-Accelerated AI Agents are Reshaping Digital Advertising,Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,Marriott - Ballroom Salon IV (L2),,,"Digital advertising now rivals high-frequency trading in both speed and complexity: tens of millions of auctions occur every second, each demanding a decision in under a millisecond. AI is transforming the industry as agents autonomously plan, negotiate, and execute media transactions in real tim...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81782/
S81977,How HBM4 Unlocks Efficient LLM Serving at Scale (Presented by SK hynix),Sponsored Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,Hilton Almaden 1&2 (L1),,,"Explore how next-generation high-bandwidth memory (HBM4) improves large language model serving by addressing two critical inference constraints: memory bandwidth and capacity. Through detailed profiling and controlled scaling studies across modern LLMs and reasoning- and agent-based workloads, we...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81977/
S82022,Wireless Network Digital Twins: Use Cases for 5G and 6G,Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,SJCC 212AC (L2),,,"Wireless network digital twins are a critical building block for AI‑native networks, especially as next‑generation 6G systems will be born first in simulation. NVIDIA Aerial Omniverse Digital Twin (AODT) creates realistic, physics‑based replicas of wireless networks that reflect radio conditions,...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82022/
S82034,"Build an AI-Ready Data Center: Practical Insights From YTL, Wiwynn, and NVIDIA (Presented by Wiwynn Corp.)",Sponsored Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,Marriott - Willow Glen I-III (L2),,,"This session reveals how YTL partnered with Wiwynn and NVIDIA to build an AI-ready data center. We’ll walk through the NVIS deployment methodology—covering site qualification, high-density GPU rack integration, and power/cooling validation under real-world stress. You’ll also learn how to impleme...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82034/
S82076,Architect for AI Breakthroughs: Co-Design Memory + Storage for What’s Now and Next (Presented by Samsung Semiconductor),Sponsored Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,SJCC 230C (L2),,,"As AI workloads evolve toward complex agentic reasoning and large-scale physical intelligence, the integration between compute and the memory-storage hierarchy has become vital. This session explores collaborative architectural approaches co-designed to support the transition to the NVIDIA Rubin ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82076/
S82079,Performance Without Compromise: How Memory Innovation is Central to AI System Effectiveness (Presented by Micron),Sponsored Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,Hilton Winchester (L1),,,"Artificial intelligence is driving unprecedented computational demands that rely on massive data access at low latency. Learn how advanced semiconductor technologies—high-bandwidth memory, low-power DRAM, and next-generation storage—have become critical to meeting these computing challenges in AI...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82079/
S82166,AI Literacy at Scale: K-to-Career Access That Delivers Real Student Outcomes,Panel Discussion,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,SJCC 230A (L2),,,"AI literacy has moved from a ""nice-to-have"" to a readiness requirement. The open question is execution: how schools build access that scales, supports educators, and reaches students across different learning paths, geographies, and resources.  This panel brings together education leaders and pra...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82166/
DLIT82292,Teach AI to Code in Every Language With NVIDIA NeMo,Training Lab,"Thursday, March 19",10:00 a.m. - 11:45 a.m. PDT,Signia - Regency I Ballroom (L2),,,"“Teaching AI to Code in Every Language with NVIDIA NeMo” is a hands-on training lab for machine learning practitioners, data scientists, and developers who want to build state-of-the-art coding language models on NVIDIA’s platform. Participants will learn how to use NVIDIA NeMo and NVIDIA GPU-acc...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82292/
S82302,AI-Powered Huge Ensembles for Portfolio Climate Risk Management,Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,SJCC 230B (L2),,,"Discover how large‑scale AI‑accelerated ensemble forecasting is reshaping the way we assess physical climate risk in financial portfolios. This session dives into practical, data‑driven methods for quantifying asset‑level climate exposure—bridging advanced climate modeling with real‑world financi...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82302/
S82370,Best Practices in Building and Packaging CUDA Python Libraries,Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,SJCC LL21E (LL),,,"Packaging CUDA‑enabled Python code can seem daunting. With many build backends, Python wheels, conda packages, and CUDA compatibility rules in the mix, even experienced developers hesitate. The key is separating Python packaging complexity from CUDA‑specific challenges.  This session starts with ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82370/
DLIT82405,Inspecting Multimodal Data with Nemotron and Gemma 3,Training Lab,"Thursday, March 19",10:00 a.m. - 11:45 a.m. PDT,Signia - Crystal Ballroom (L2),,,"This workshop introduces a multi-agent approach to solving complex, visual-heavy enterprise tasks. You will learn to use Google Gemma 3 as an agentic orchestrator to plan tasks, call tools, and leverage Nemotron for high-fidelity visual reasoning.",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82405/
S82445,From Benchmark Silos to an Interoperable AI Evaluation Ecosystem,Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,Marriott - Ballroom Salon III (L2),,,"As agent benchmarks multiply, the AI research community is paying a growing integration tax, with each new benchmark requiring custom infrastructure and tooling. This session introduces Common Unified Benchmark Environments (CUBE), a universal benchmarking protocol built on MCP and Gym that defin...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82445/
S82446,Advancing Autonomous Vehicles With World Models,Talk,"Thursday, March 19",10:00 a.m. - 10:40 a.m. PDT,Montgomery Theater,,,"Simulation remains a cornerstone for accelerating robotics and autonomous vehicle (AV) development, enabling policies to be evaluated ahead of real-world deployment and drastically reducing development time. Achieving meaningful results requires simulators that capture both the environment and th...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82446/
S81518,Optimize Mixture-Of-Experts for Low-Latency Inference Decode on Blackwell,Tutorial,"Thursday, March 19",11:00 a.m. - 12:30 p.m. PDT,SJCC 211BD (L2),,,"This ninja-level tutorial will guide you through the techniques to build a low-latency inference kernel for Blackwell using CUDA and PTX. You will learn about techniques like programmatic dependent launch, prologue minimization, lightweight CGA parallelism, and operand swapping in the Blackwell T...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81518/
S81559,Optimize Biologics Design Workflow With Auto-Tuned Models and Multi-Agent Systems,Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,SJCC LL21AB (LL),,,"Applying AI to antibody therapeutics often presents significant engineering challenges—particularly in effectively linking structure prediction, molecular generation, and property optimization into a cohesive pipeline. Learn how breakthrough AI frameworks can be leveraged to architect a zero-code...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81559/
S81566,Climate Prediction and Smooth Navigation Use Cases,Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,SJCC 230A (L2),,,"This session will introduce two use cases of NVIDIA platform adoption—one in climate prediction, and the other in smooth navigation.  Climate Prediction: Accurate climate prediction relies on capturing small-scale processes, such as clouds and turbulence, which remain elusive in traditional model...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81566/
S81581,Accelerate GPU Scientific Computing With nvmath-python,Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,SJCC LL21E (LL),,,"In 2024, NVIDIA unveiled nvmath-python, a library designed to bridge the gap between Python scientific community and NVIDIA CUDA-X math libraries, and it’s now generally available. You’ll learn what makes nvmath-python a useful addition for GPU-accelerated computing with Python, along with how to...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81581/
S81613,An Introduction to the Newton Physics Engine for Robotics,Tutorial,"Thursday, March 19",11:00 a.m. - 12:30 p.m. PDT,SJCC LL21CD (LL),,,"Robots learn faster and safer in simulation, but complex joints, balance, and contact-rich motions challenge current physics engines. Developers need high-fidelity simulation so virtual training transfers safely to real robots. This session with NVIDIA, Google DeepMind, Skild AI, and Disney Resea...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81613/
S81617,Scaling Trustworthy Multi-Modal Video Intelligence: A Life Cycle-Aware Approach for Domain-Specific Real-World Platforms,Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,Marriott - Ballroom Salon IV (L2),,,"This session will demonstrate how to move beyond basic spatial-temporal modeling and implement domain-specific video intelligence using techniques inspired by NVIDIA VSS to build robust, life cycle-aware platforms for real-world applications like brand safety and contextual advertising. Explore n...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81617/
QA81637,PMPP Edition 5 Unveiled: Ask Dr. Wen Mei Your Questions,Q&A with NVIDIA Experts,"Thursday, March 19",11:00 a.m. - 11:50 a.m. PDT,SJCC LL21F (LL),,,"Join Dr. Wen-Mei Hwu and NVIDIA experts for a live Q&A exploring key updates in the CUDA ecosystem since the last edition of his book Programming Massively Parallel Processors (PMPP). This session offers a rare opportunity to engage directly with Wen-Mei and his team of CUDA engineers, who will a...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-qa81637/
S81821,Physical AI for Healthcare Robotics—Part 1: Simulation-First Design and Accelerated Development,Lightning Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,Hyatt Place Salon II & III (L1),,,"Join Part 1 of a two-part curated session on how simulation-first design is changing the way healthcare robots are built. You’ll see how teams are using NVIDIA Physical AI—spanning world foundation models, physics-based simulation, synthetic data, and real-time sensor-to-action deployment—to move...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81821/
S81853,Enhance Data Center Efficiency and Throughput by Co-Scheduling on NVIDIA CPU+GPU Systems,Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,SJCC LL20AB (LL),,,"Coherent NVIDIA CPU-GPU systems provide a versatile platform to support a wide spectrum of workloads. However not all jobs require all capabilities at scale. Co-scheduling CPU-only, partially accelerated, and fully GPU-accelerated jobs on NVIDIA CPU-GPU nodes can boost throughput and energy effic...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81853/
S81868,Decoding Quantum Errors With AI,Tutorial,"Thursday, March 19",11:00 a.m. - 12:30 p.m. PDT,SJCC 211AC (L2),,,"Learn the basics of quantum error correction (QEC) and why decoding is a primary bottleneck for quantum computing. Using hands-on exercises, learn about key decoder metrics like accuracy, scalability, throughput, and latency and their implications for quantum computation. Lastly, implement your o...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81868/
S81996,AI Performance and Inference Economics for Engineers,Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,SJCC 212BD (L2),,,"This technical deep dive analyzes the cost drivers for AI systems, focusing on the interdependent relationship between total cost of ownership (TCO) and performance. We will show how the influence of extreme co-design, spanning silicon, software, and the rack-scale system, unlocks new efficiency ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81996/
S82141,Large-Scale JAX Training With Pipeline Parallelism,Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,SJCC 230B (L2),,,"We'll give an overview of the first practical system for enabling pipeline parallelism (PP) for JAX on NVIDIA GPUs. JaxPP accepts simple annotations on the training step functions, and then will introduce Multiple Programs operating on Multiple Data (MPMD). This system is a compiler that works on...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82141/
S82158,High Performance AI-RAN Made Simple; Python to CUDA Signal Processing at the Speed of Light,Tutorial,"Thursday, March 19",11:00 a.m. - 12:30 p.m. PDT,SJCC 212AC (L2),,,"The Aerial Framework has been designed from the ground up to meet the needs of 3GPP radio access networks (RANs)—signal processing workloads with microsecond latency requirements. It is a platform that unites research, test beds, and production deployments to solve development challenges for real...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82158/
S82220,Close the Sim-to-Real Gap: Next-Gen Techniques for Synthetic Data Mastery (Presented by World Wide Technology),Sponsored Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,Marriott - Willow Glen I-III (L2),,,Stop relying on limited real-world datasets. Join us to explore proven techniques to leverage NVIDIA Omniverse Replicator and NVIDIA Cosmos to create synthetic imagery for building robust computer vision models that recognize rare objects and challenging conditions. We will dive deep into synthet...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82220/
S82255,The Physics of Long-Context Inference: Breaking the Memory Wall With NVIDIA Dynamo (Presented by VAST Data),Sponsored Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,Hilton Almaden 1&2 (L1),,,"Long-context AI conversations create a ""memory wall"" where GPU high-bandwidth memory becomes a bottleneck for scaling inference during agentic AI. This session shares a practical study of how NVIDIA Dynamo’s KV Block Manager (KVBM) accelerates large scale inference.  We'll examine Dynamo’s four-t...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82255/
S82299,Unlock Sovereign AI With Confidential RAG and Secure Inference for Regulated Data,Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,Marriott - Ballroom Salon V-VI (L2),,,"In this session, we showcase a real-world national deployment that enables confidential retrieval-augmented generation (RAG) and AI inference on protected data—without exposing those data to cloud operators, infrastructure administrators, model providers, or third-party vendors.  Learn how NVIDIA...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82299/
S82367,Building Sovereign AI Systems Under Real-World Constraints (Presented by Radiant),Sponsored Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,SJCC 230C (L2),,,"This session examines sovereign AI as a systems engineering challenge that emerges from the interaction of architecture, control planes, operations, and life-cycle ownership. Drawing on real-world experience designing large-scale AI infrastructure under persistent supply and operational constrain...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82367/
S82429,Deploy an AI Concierge for Every Customer at Global Scale,Talk,"Thursday, March 19",11:00 a.m. - 11:40 a.m. PDT,Marriott - Ballroom Salon III (L2),,,"Learn how to design and deploy AI systems that operate directly in customer-facing scenarios, where accuracy, latency, and trust are critical. This session dives into the technical patterns, safeguards, and evaluation techniques needed to prevent hallucinations, support real-time interactions, an...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82429/
CWES82516,"Ask the NVCC Experts: CUDA Compiler Language, Performance, and Tuning",Connect with the Experts,"Thursday, March 19",11:00 a.m. - 11:50 a.m. PDT,Connect With the Experts Pod C (L2),,,"Join us for an interactive Connect with Experts session focused on the NVCC CUDA Compiler Toolchain—the core engine behind CUDA C++ language support, compiler functionality, and performance optimization on NVIDIA platforms.  NVCC compiler experts will be available to discuss topics including CUDA...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes82516/
CWES81465,"How NVIDIA Can Help You, as a Researcher, Accelerate Scientific Discovery",Connect with the Experts,"Thursday, March 19",12:00 p.m. - 12:50 p.m. PDT,Connect With the Experts Pod B (L2),,,"Join this engaging session led by NVIDIA experts who collaborate closely with the global academic research community, supporting leading researchers in leveraging NVIDIA software technologies to drive scientific advancements across diverse fields. We'll provide insights into how various NVIDIA te...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81465/
CWES81471,Accelerate Your AI Infrastructure at Scale,Connect with the Experts,"Thursday, March 19",12:00 p.m. - 12:50 p.m. PDT,Connect With the Experts Pod E (L2),,,"This session will be an extension to the session led by NVIDIA senior solutions architect Kristof De Brouwer, titled ""Mastering AI Infrastructure At Scale — a DevOps Playbook."" You can ask questions about your scaled AI deployments of our technical experts, explore deployment strategies in depth,...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81471/
CWES81471,Accelerate Your AI Infrastructure at Scale,Connect with the Experts,"Thursday, March 19",3:00 p.m. - 3:50 p.m. PDT,Connect With the Experts Pod E (L2),,,"This session will be an extension to the session led by NVIDIA senior solutions architect Kristof De Brouwer, titled ""Mastering AI Infrastructure At Scale — a DevOps Playbook."" You can ask questions about your scaled AI deployments of our technical experts, explore deployment strategies in depth,...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81471/
CWES81562,Harness the Potential and Navigate the Challenges of Agentic AI Across Colleges and Universities Worldwide,Connect with the Experts,"Thursday, March 19",12:00 p.m. - 12:50 p.m. PDT,Connect With the Experts Pod A (L2),,,"Discover how to design, deploy, and scale agentic AI systems that transform research acceleration, student support, and campus operations while navigating governance, safety, and infrastructure challenges unique to higher education. Join NVIDIA's Higher Education and Research team to explore prov...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81562/
S81594,"Measuring Brand, Fame, and Virality Using Spatio-Temporal Causal Graphs",Talk,"Thursday, March 19",12:00 p.m. - 12:40 p.m. PDT,Marriott - Ballroom Salon IV (L2),,,"We introduce a GPU-accelerated system for decomposing engagement into Brand (persistent equity), Fame (spatial reach), and Virality (temporal dynamics). Standard analysis cannot separate these effects because they are mathematically entangled: observing any two determines the third. We address th...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81594/
S81634,"Workflow Revolution: How Doudna Drives HPC, AI, and Quantum Scientific Impact",Talk,"Thursday, March 19",12:00 p.m. - 12:40 p.m. PDT,SJCC 212BD (L2),,,"This presentation will focus on how scientists can leverage the Doudna supercomputer, to be deployed in 2027 at the National Energy Research Scientific Computing Center (NERSC), to manage and execute complex workflows, particularly those involving data sourced from external scientific experiments...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81634/
CWES81670,Maximize Memory Bandwidth on Modern GPUs,Connect with the Experts,"Thursday, March 19",12:00 p.m. - 12:50 p.m. PDT,Connect With the Experts Pod F (L2),,,"Struggling to fully utilize GPU memory bandwidth on modern architectures? In this interactive session, NVIDIA engineers will work with you in real time to diagnose and optimize memory-bound kernels. Bring your own code, performance traces, or ideas and get hands-on guidance on loop unrolling, vec...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81670/
S81772,Don’t Leave Tensors on the Table: Programming and Optimizing Tensor Cores,Talk,"Thursday, March 19",12:00 p.m. - 12:40 p.m. PDT,SJCC 230B (L2),,,"Explore practical techniques for maximizing Tensor Core performance in your CUDA kernels. We’ll discuss CUTLASS-based coding patterns to unlock efficient pipeline utilization and streamlined data management. Together, we’ll use Nsight Compute to analyze, optimize, and fine-tune your workflows for...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81772/
S81822,Physical AI for Healthcare Robotics—Part 2: Closing the Sim-to-Real Gap and Real-World Deployment,Lightning Talk,"Thursday, March 19",12:00 p.m. - 12:40 p.m. PDT,Hyatt Place Salon II & III (L1),,,Join Part 2 of this two-part curated session on what it takes to bring simulation-trained robotics into the real world. This session looks at how teams are translating behaviors developed in simulation into reliable clinical performance. We’ll cover practical approaches to closing the sim-to-real...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81822/
S81840,GPU Access to Unbounded Dataset Sizes Breaks Open Document Ingestion and Search,Talk,"Thursday, March 19",12:00 p.m. - 12:40 p.m. PDT,SJCC LL21E (LL),,,"Vector databases with 1 trillion vectors cannot fit in memory, and VecDB ingestion and search requires the massive concurrency, memory bandwidth, and latency tolerance of GPUs. Come see new programming models, new storage server reference designs, new SSD offerings, and new customer-oriented scal...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81840/
S81875,Interactive Digital Twin for Fusion With Integrated Sensors and Agentic AI,Talk,"Thursday, March 19",12:00 p.m. - 12:40 p.m. PDT,SJCC LL20AB (LL),,,The session will describe the development of the digital twin for the DIII-D Experimental Fusion Reactor. The talk will describe the development of the AI models and live sensor data integrated with the CAD data to develop an interactive digital twin.,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81875/
CWES82063,Optimize NVFP4 Training and Inference at Scale Without Losing Quality,Connect with the Experts,"Thursday, March 19",12:00 p.m. - 12:50 p.m. PDT,Connect With the Experts Pod C (L2),,,"NVFP4 and MXFP8 are the new numerical formats in Blackwell to significantly speed up LLM training and inference versus previous formats based on FP8, BF16, or FP16. In this session, we’ll discuss how to achieve this speedup without compromising the stability of the training and model accuracy. We...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes82063/
S82276,Standardize Gen AI Service Evaluation: An API-Centric Benchmarking Approach,Talk,"Thursday, March 19",12:00 p.m. - 12:40 p.m. PDT,Marriott - Ballroom Salon V-VI (L2),,,"Evaluating Gen AI services across heterogeneous environments presents significant visibility gaps for developers, as traditional hardware-centric benchmarks often fail to reflect production-level API performance and accuracy. This session introduces MLPerf Endpoints, an open-source framework by M...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82276/
S82413,How AI Systems Evolve Into Long-Horizon Agents,Talk,"Thursday, March 19",12:00 p.m. - 12:40 p.m. PDT,Marriott - Ballroom Salon III (L2),,,"Learn how an AI system can evolve from simple search into long-horizon agents that run for hours or days to complete complex, real-world tasks. This session walks through four stages of that evolution—AI search, asynchronous workflows, agents, and long-horizon agents—and examines the architectura...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82413/
